,gvkey,predicted_return,trade_date
72,9465,0.0282072541165297,2001-12-03
73,10504,0.0282072541165297,2001-12-03
74,11506,0.0282072541165297,2001-12-03
75,14934,0.0282072541165297,2001-12-03
76,15247,0.0282072541165297,2001-12-03
77,16478,0.0282072541165297,2001-12-03
78,20548,0.0282072541165297,2001-12-03
79,28338,0.0282072541165297,2001-12-03
80,29173,0.0282072541165297,2001-12-03
81,30923,0.0282072541165297,2001-12-03
82,63892,0.0282072541165297,2001-12-03
83,120093,0.0282072541165297,2001-12-03
84,1380,0.0331327931039179,2002-03-01
85,1661,0.0331327931039179,2002-03-01
86,1678,0.0331327931039179,2002-03-01
87,2991,0.0331327931039179,2002-03-01
88,4430,0.0331327931039179,2002-03-01
89,4503,0.0331327931039179,2002-03-01
90,5439,0.0331327931039179,2002-03-01
91,5581,0.0331327931039179,2002-03-01
92,6788,0.0331327931039179,2002-03-01
93,7620,0.0331327931039179,2002-03-01
94,7938,0.0331327931039179,2002-03-01
95,8068,0.0331327931039179,2002-03-01
96,8151,0.0331327931039179,2002-03-01
97,8549,0.0331327931039179,2002-03-01
98,9465,0.0331327931039179,2002-03-01
99,10504,0.0331327931039179,2002-03-01
100,11506,0.0331327931039179,2002-03-01
101,14934,0.0331327931039179,2002-03-01
102,15247,0.0331327931039179,2002-03-01
103,16478,0.0331327931039179,2002-03-01
104,20548,0.0331327931039179,2002-03-01
105,28338,0.0331327931039179,2002-03-01
106,29173,0.0331327931039179,2002-03-01
107,30923,0.0331327931039179,2002-03-01
108,63892,0.0331327931039179,2002-03-01
109,120093,0.0331327931039179,2002-03-01
110,1380,0.0359785625780831,2002-06-03
111,1661,0.0359785625780831,2002-06-03
112,1678,0.0359785625780831,2002-06-03
113,2991,0.0359785625780831,2002-06-03
114,4430,0.0359785625780831,2002-06-03
115,4503,0.0359785625780831,2002-06-03
116,5439,0.0359785625780831,2002-06-03
117,5581,0.0359785625780831,2002-06-03
118,6788,0.0359785625780831,2002-06-03
119,7620,0.0359785625780831,2002-06-03
120,7938,0.0359785625780831,2002-06-03
121,8068,0.0359785625780831,2002-06-03
122,8151,0.0359785625780831,2002-06-03
123,8549,0.0359785625780831,2002-06-03
124,9465,0.0359785625780831,2002-06-03
125,10504,0.0359785625780831,2002-06-03
126,11506,0.0359785625780831,2002-06-03
127,14934,0.0359785625780831,2002-06-03
128,15247,0.0359785625780831,2002-06-03
129,16478,0.0359785625780831,2002-06-03
130,20548,0.0359785625780831,2002-06-03
131,28338,0.0359785625780831,2002-06-03
132,29173,0.0359785625780831,2002-06-03
133,30923,0.0359785625780831,2002-06-03
134,63892,0.0359785625780831,2002-06-03
135,120093,0.0359785625780831,2002-06-03
136,147398,0.0359785625780831,2002-06-03
137,1661,0.0313369974606668,2002-09-03
138,4430,0.0331537538206918,2002-09-03
139,7620,0.0351749527351233,2002-09-03
140,11506,0.0328078235054595,2002-09-03
141,15247,0.0351749527351233,2002-09-03
142,20548,0.0351749527351233,2002-09-03
143,28338,0.0313369974606668,2002-09-03
144,7938,0.0347967393853139,2002-12-02
145,8068,0.0306800244668585,2002-12-02
146,8151,0.0321178814270007,2002-12-02
147,8549,0.0336882550386287,2002-12-02
148,11506,0.0308087085656199,2002-12-02
149,15247,0.0313923892364348,2002-12-02
150,30923,0.0318323918870233,2002-12-02
151,4430,0.0310599152264017,2003-03-03
152,5439,0.0327894515956048,2003-03-03
153,5581,0.0334393179257795,2003-03-03
154,8068,0.0310599152264017,2003-03-03
155,30923,0.0334393179257795,2003-03-03
156,120093,0.0334393179257795,2003-03-03
157,147398,0.0327894515956048,2003-03-03
158,7938,0.0350752797696362,2003-06-02
159,8068,0.0348490158379735,2003-06-02
160,8151,0.0337057128930206,2003-06-02
161,8549,0.0349100822996532,2003-06-02
162,11506,0.0342557556110876,2003-06-02
163,15247,0.0349542799876287,2003-06-02
164,30923,0.0324675451050548,2003-06-02
165,1380,0.0142301451414823,2003-09-02
166,1678,0.0278279446065425,2003-09-02
167,8151,0.015917720273137,2003-09-02
168,11506,0.015225326642394,2003-09-02
169,14934,0.0142301451414823,2003-09-02
170,30923,0.0262175574898719,2003-09-02
171,120093,0.0208653062582016,2003-09-02
172,1380,0.0158831402659416,2003-12-01
173,5581,0.0220180191099643,2003-12-01
174,6788,0.0165738258510828,2003-12-01
175,8151,0.0173272732645273,2003-12-01
176,15247,0.0156442355364561,2003-12-01
177,30923,0.025750495493412,2003-12-01
178,120093,0.0200207941234111,2003-12-01
179,4430,0.0144290253520011,2004-03-01
180,6788,0.0181756000965833,2004-03-01
181,8151,0.0140291638672351,2004-03-01
182,14934,0.0160253439098596,2004-03-01
183,15247,0.0144290253520011,2004-03-01
184,20548,0.0159177370369434,2004-03-01
185,63892,0.0144290253520011,2004-03-01
186,4430,0.0221505010606005,2004-06-01
187,7938,0.0331302785454298,2004-06-01
188,8151,0.0302197314442382,2004-06-01
189,8549,0.0241431734520315,2004-06-01
190,11506,0.0303390629189056,2004-06-01
191,15247,0.0313873196716829,2004-06-01
192,30923,0.028362677574891,2004-06-01
193,1380,0.0275935127036427,2004-09-01
194,7938,0.0317156407247554,2004-09-01
195,8151,0.0232181883987519,2004-09-01
196,8549,0.0247817888107849,2004-09-01
197,11506,0.0314076262869158,2004-09-01
198,15247,0.0285517732263634,2004-09-01
199,30923,0.023544960102261,2004-09-01
200,7938,0.0385579724350375,2004-12-01
201,8151,0.0271744953565678,2004-12-01
202,10504,0.0263679497004669,2004-12-01
203,11506,0.0296943154325623,2004-12-01
204,15247,0.0331054913933414,2004-12-01
205,20548,0.0258434489491379,2004-12-01
206,30923,0.0269547780795543,2004-12-01
207,1380,0.0362455623589972,2005-03-01
208,7938,0.0433215435923969,2005-03-01
209,8151,0.0402445304231395,2005-03-01
210,11506,0.0286954899967179,2005-03-01
211,15247,0.0336437469722844,2005-03-01
212,20548,0.0349724898246751,2005-03-01
213,30923,0.0291620820311281,2005-03-01
214,1380,0.0334553741584484,2005-06-01
215,7938,0.0367446244650592,2005-06-01
216,8151,0.0426393149285862,2005-06-01
217,8549,0.0329936704924586,2005-06-01
218,11506,0.0351993193211694,2005-06-01
219,15247,0.033172239030421,2005-06-01
220,30923,0.0340240002185546,2005-06-01
221,1380,0.0336924566411458,2005-09-01
222,7938,0.0441489307877974,2005-09-01
223,8151,0.0353066029510373,2005-09-01
224,8549,0.0325560757016748,2005-09-01
225,15247,0.032798254866696,2005-09-01
226,20548,0.0345789716952878,2005-09-01
227,30923,0.0336313151457111,2005-09-01
228,2991,0.0366833978279273,2005-12-01
229,4503,0.0366833978279273,2005-12-01
230,7620,0.0366206684581385,2005-12-01
231,15247,0.0363765278804294,2005-12-01
232,28338,0.0377777079035557,2005-12-01
233,30923,0.0435302223999658,2005-12-01
234,63892,0.0366260539670261,2005-12-01
235,1380,0.0430694223534447,2006-03-01
236,7938,0.0541532820615286,2006-03-01
237,8151,0.0554716131035084,2006-03-01
238,8549,0.0448560882314569,2006-03-01
239,15247,0.0388175156418559,2006-03-01
240,20548,0.041966941854403,2006-03-01
241,147398,0.0396153645978237,2006-03-01
242,4503,0.0392425500599944,2006-06-01
243,8151,0.0377002199566272,2006-06-01
244,14934,0.0384122211037043,2006-06-01
245,15247,0.0388639030626303,2006-06-01
246,16478,0.0391438979205188,2006-06-01
247,29173,0.0409794998978197,2006-06-01
248,30923,0.0469788120846724,2006-06-01
249,1380,0.0472850106236387,2006-09-01
250,7938,0.0476206963150139,2006-09-01
251,8151,0.0556410956947966,2006-09-01
252,8549,0.043554943351331,2006-09-01
253,20548,0.0493245516673174,2006-09-01
254,30923,0.0440031639099626,2006-09-01
255,147398,0.0433112679711922,2006-09-01
256,1380,0.0490719007720262,2006-12-01
257,7938,0.0487094050657144,2006-12-01
258,8151,0.0428203365979146,2006-12-01
259,8549,0.0440018999500047,2006-12-01
260,15247,0.0424963953196599,2006-12-01
261,30923,0.0453997555788881,2006-12-01
262,147398,0.0423097193122153,2006-12-01
263,1380,0.0459104160353486,2007-03-01
264,1678,0.0411134851402911,2007-03-01
265,7938,0.0560953956085027,2007-03-01
266,8151,0.0493422871832561,2007-03-01
267,8549,0.0451596172121614,2007-03-01
268,15247,0.0439003884698949,2007-03-01
269,30923,0.0471526180407518,2007-03-01
270,1380,0.0455089800366723,2007-06-01
271,7938,0.0465902953844181,2007-06-01
272,8151,0.052984531600428,2007-06-01
273,8549,0.0441674766077891,2007-06-01
274,15247,0.0422160474221604,2007-06-01
275,30923,0.0448282522861428,2007-06-01
276,147398,0.0440760687566122,2007-06-01
277,1380,0.0395937152206897,2007-09-04
278,4430,0.0388203375041484,2007-09-04
279,15247,0.0395937152206897,2007-09-04
280,20548,0.0389148294925689,2007-09-04
281,29173,0.0395937152206897,2007-09-04
282,30923,0.0395937152206897,2007-09-04
283,147398,0.0395937152206897,2007-09-04
284,1380,0.0386636927723884,2007-12-03
285,1661,0.0386636927723884,2007-12-03
286,1678,0.0386636927723884,2007-12-03
287,2991,0.0386636927723884,2007-12-03
288,5439,0.0386636927723884,2007-12-03
289,5581,0.0386636927723884,2007-12-03
290,7938,0.0393224991858005,2007-12-03
291,8068,0.0386636927723884,2007-12-03
292,8549,0.0386636927723884,2007-12-03
293,14934,0.0394317060708999,2007-12-03
294,15247,0.0386636927723884,2007-12-03
295,28338,0.0386636927723884,2007-12-03
296,29173,0.0416389442980289,2007-12-03
297,30923,0.0686379820108413,2007-12-03
298,147398,0.0386636927723884,2007-12-03
299,1380,0.0398817583918571,2008-03-03
300,1661,0.0398817583918571,2008-03-03
301,1678,0.03800680488348,2008-03-03
302,2991,0.03800680488348,2008-03-03
303,5581,0.03800680488348,2008-03-03
304,7620,0.03800680488348,2008-03-03
305,7938,0.0380310416221618,2008-03-03
306,8068,0.03800680488348,2008-03-03
307,8549,0.03800680488348,2008-03-03
308,14934,0.03800680488348,2008-03-03
309,16478,0.03800680488348,2008-03-03
310,29173,0.03800680488348,2008-03-03
311,30923,0.0398817583918571,2008-03-03
312,1380,0.0410430719285755,2008-06-02
313,2991,0.0410568207866809,2008-06-02
314,4430,0.0526309111965268,2008-06-02
315,7938,0.0552851929140339,2008-06-02
316,8068,0.0440011720974026,2008-06-02
317,11506,0.0415224700952097,2008-06-02
318,29173,0.0521466997782732,2008-06-02
319,141400,0.0446157851705983,2008-06-02
320,6788,0.0449818026582175,2008-09-02
321,7938,0.0522180791969784,2008-09-02
322,10504,0.0368801635084721,2008-09-02
323,29173,0.0449818026582175,2008-09-02
324,63892,0.0378393755618838,2008-09-02
325,120093,0.0364789691516991,2008-09-02
326,141400,0.0384895090586509,2008-09-02
327,147398,0.0366884965966283,2008-09-02
328,1380,0.0579109439106449,2008-12-01
329,1678,0.0505848299694863,2008-12-01
330,2991,0.0513286137327433,2008-12-01
331,7620,0.0517888798739362,2008-12-01
332,8549,0.0557366725605908,2008-12-01
333,15247,0.0599911123649915,2008-12-01
334,29173,0.0517503041700069,2008-12-01
335,30923,0.0535434493067037,2008-12-01
336,1661,0.0713955543697744,2009-03-02
337,6788,0.0549353747732705,2009-03-02
338,8151,0.0480547593387708,2009-03-02
339,9465,0.0545686568948292,2009-03-02
340,15247,0.0761344082367188,2009-03-02
341,16478,0.0498622313027537,2009-03-02
342,147398,0.0721499093787579,2009-03-02
343,1661,0.0621735336668642,2009-06-01
344,7938,0.0679775570915916,2009-06-01
345,8151,0.0556327182701872,2009-06-01
346,11506,0.0648739066684514,2009-06-01
347,15247,0.053193380422697,2009-06-01
348,63892,0.0501914900461183,2009-06-01
349,147398,0.0604806441863477,2009-06-01
350,5581,0.0674352786627876,2009-09-01
351,8151,0.0519575267480685,2009-09-01
352,11506,0.0656708173216866,2009-09-01
353,15247,0.0588507978514202,2009-09-01
354,20548,0.048703460591621,2009-09-01
355,28338,0.0589560752566393,2009-09-01
356,63892,0.0559189037471574,2009-09-01
357,120093,0.0616299128964425,2009-09-01
358,5581,0.0401452505450934,2009-12-01
359,7620,0.0283486499879781,2009-12-01
360,11506,0.053540348599398,2009-12-01
361,15247,0.0500066090003894,2009-12-01
362,20548,0.0552550363155893,2009-12-01
363,30923,0.0337385918304634,2009-12-01
364,63892,0.0297667432692066,2009-12-01
365,147398,0.0338643433373559,2009-12-01
366,4430,0.0367248170608734,2010-03-01
367,4503,0.0449597496007873,2010-03-01
368,5581,0.0647975061579025,2010-03-01
369,7938,0.0715125902295186,2010-03-01
370,8151,0.0392208518909377,2010-03-01
371,11506,0.0741912929314393,2010-03-01
372,15247,0.1379671544859853,2010-03-01
373,120093,0.0394216828959238,2010-03-01
374,2991,0.0520160786844599,2010-06-01
375,5581,0.0723739544897695,2010-06-01
376,7620,0.0559336246004934,2010-06-01
377,11506,0.0594656178159522,2010-06-01
378,15247,0.1093206869391872,2010-06-01
379,28338,0.0476800307681306,2010-06-01
380,63892,0.0831245455818207,2010-06-01
381,147398,0.0680360141912681,2010-06-01
382,4503,0.0431486195261527,2010-09-01
383,5581,0.0446454870265712,2010-09-01
384,6788,0.0333850069747278,2010-09-01
385,8549,0.043827609416045,2010-09-01
386,11506,0.0310661729500608,2010-09-01
387,14934,0.0748971853842871,2010-09-01
388,28338,0.0512817272170118,2010-09-01
389,63892,0.0580841617817352,2010-09-01
390,1661,0.0466241391304678,2010-12-01
391,4430,0.047945906860695,2010-12-01
392,5581,0.0425420057196682,2010-12-01
393,6788,0.056076745008302,2010-12-01
394,7938,0.047667599623906,2010-12-01
395,11506,0.1088782938141277,2010-12-01
396,30923,0.0424407660989107,2010-12-01
397,147398,0.0417973171212909,2010-12-01
398,7938,0.0370663478970527,2011-03-01
399,10504,0.0393305905163288,2011-03-01
400,11506,0.0387464649975299,2011-03-01
401,26028,0.043908704072237,2011-03-01
402,30923,0.0370663478970527,2011-03-01
403,120093,0.0474615283310413,2011-03-01
404,141400,0.0387464649975299,2011-03-01
405,164046,0.0455277673900127,2011-03-01
406,185532,0.0432941615581512,2011-03-01
407,4430,0.024123940616846,2011-06-01
408,7620,0.024123940616846,2011-06-01
409,7938,0.024123940616846,2011-06-01
410,8151,0.024123940616846,2011-06-01
411,8549,0.024123940616846,2011-06-01
412,11506,0.024123940616846,2011-06-01
413,15247,0.024123940616846,2011-06-01
414,16478,0.024123940616846,2011-06-01
415,20548,0.024123940616846,2011-06-01
416,30923,0.024123940616846,2011-06-01
417,147398,0.0286853723227977,2011-06-01
418,185532,0.024123940616846,2011-06-01
419,4430,0.0373782063330487,2011-09-01
420,7938,0.0354474673576486,2011-09-01
421,15247,0.041097613877922,2011-09-01
422,16478,0.0357181231140461,2011-09-01
423,29173,0.0299652273103777,2011-09-01
424,147398,0.0369308365643273,2011-09-01
425,185532,0.0363466609771452,2011-09-01
426,186989,0.0370319245543746,2011-09-01
427,7620,0.0576940293476893,2011-12-01
428,7938,0.0662071076093858,2011-12-01
429,8151,0.0492418827069268,2011-12-01
430,11506,0.0482790614539927,2011-12-01
431,15247,0.0698993238969618,2011-12-01
432,26028,0.056672345636505,2011-12-01
433,185532,0.0448549689252407,2011-12-01
434,186989,0.061486729243032,2011-12-01
435,7620,0.0456491991481185,2012-03-01
436,7938,0.0597120167848427,2012-03-01
437,8151,0.0555229621445426,2012-03-01
438,26028,0.0484643055086213,2012-03-01
439,29173,0.0496783836632873,2012-03-01
440,120093,0.0521914713119722,2012-03-01
441,147398,0.0557334029398755,2012-03-01
442,186989,0.0626328393219918,2012-03-01
443,4430,0.0414943080401655,2012-06-01
444,5581,0.0421746428369516,2012-06-01
445,7620,0.0579378514621445,2012-06-01
446,8151,0.0504333241994383,2012-06-01
447,15247,0.0555888667296119,2012-06-01
448,147398,0.056742555077195,2012-06-01
449,170841,0.0786708320301993,2012-06-01
450,186989,0.0483537574799193,2012-06-01
451,1380,0.0428672321140766,2012-09-04
452,5439,0.0339888446033,2012-09-04
453,5581,0.0339888446033,2012-09-04
454,11506,0.0347668640315532,2012-09-04
455,15247,0.0347964838147163,2012-09-04
456,20548,0.0339888446033,2012-09-04
457,26028,0.3084821105003357,2012-09-04
458,147398,0.0347964838147163,2012-09-04
459,170841,0.0339888446033,2012-09-04
460,185532,0.0347668640315532,2012-09-04
461,5439,0.0441681165922304,2012-12-03
462,8151,0.0503735414685025,2012-12-03
463,11506,0.0445195699330967,2012-12-03
464,15247,0.0558692858593194,2012-12-03
465,26028,0.061818364780972,2012-12-03
466,29173,0.0655993318784028,2012-12-03
467,147398,0.0473970898273015,2012-12-03
468,170750,0.0825237775111261,2012-12-03
469,186989,0.0651902779797531,2012-12-03
470,7938,0.0841862805631536,2013-03-01
471,8151,0.0528172370042152,2013-03-01
472,11506,0.0483185891467542,2013-03-01
473,12892,0.043478659239243,2013-03-01
474,15247,0.0460048025707984,2013-03-01
475,29173,0.0412652839448786,2013-03-01
476,120093,0.0586394794191271,2013-03-01
477,147398,0.0706435013289406,2013-03-01
478,186989,0.0483696623339768,2013-03-01
479,1380,0.0236970279545928,2013-06-03
480,7938,0.0536429672334778,2013-06-03
481,8151,0.022543235856181,2013-06-03
482,12892,0.0387781143046295,2013-06-03
483,15247,0.0425780487407146,2013-06-03
484,26028,0.0710039964246308,2013-06-03
485,29173,0.0511564934672931,2013-06-03
486,147398,0.0621755014371722,2013-06-03
487,186989,0.0297564948311443,2013-06-03
488,7938,0.0398768596351146,2013-09-03
489,8151,0.039450466632843,2013-09-03
490,11506,0.0403393842279911,2013-09-03
491,15247,0.039450466632843,2013-09-03
492,18289,0.0403393842279911,2013-09-03
493,26028,0.0696183890104293,2013-09-03
494,29173,0.039450466632843,2013-09-03
495,120093,0.039450466632843,2013-09-03
496,147398,0.039450466632843,2013-09-03
497,164046,0.0463772378861904,2013-09-03
498,186989,0.0415335111320018,2013-09-03
499,7938,0.0675378266356465,2013-12-02
500,8151,0.0401305465808568,2013-12-02
501,11506,0.0544415511397769,2013-12-02
502,12892,0.070066993114625,2013-12-02
503,15247,0.0497152102734166,2013-12-02
504,18289,0.0466734383831776,2013-12-02
505,26028,0.0549499701244305,2013-12-02
506,147398,0.0670436382731794,2013-12-02
507,186989,0.0419445883681997,2013-12-02
508,1678,0.0474501773715019,2014-03-03
509,7938,0.0412298925220966,2014-03-03
510,8151,0.0401712618768215,2014-03-03
511,11506,0.0401712618768215,2014-03-03
512,12892,0.0412298925220966,2014-03-03
513,15247,0.0401712618768215,2014-03-03
514,18289,0.0532217808067798,2014-03-03
515,20548,0.0401712618768215,2014-03-03
516,29173,0.0401712618768215,2014-03-03
517,147398,0.0401712618768215,2014-03-03
518,186989,0.0401712618768215,2014-03-03
519,1661,0.038159838904789,2014-06-02
520,5581,0.034235071495441,2014-06-02
521,7620,0.034151488239863,2014-06-02
522,11506,0.0398704061528671,2014-06-02
523,12892,0.0362917343630551,2014-06-02
524,14934,0.0360988660352906,2014-06-02
525,26028,0.0761078085592232,2014-06-02
526,28338,0.0372912436266665,2014-06-02
527,29173,0.034151488239863,2014-06-02
528,120093,0.034151488239863,2014-06-02
529,164046,0.034235071495441,2014-06-02
530,7620,0.0327036418020725,2014-09-02
531,7938,0.0374215431511402,2014-09-02
532,11506,0.0374215431511402,2014-09-02
533,12892,0.0374215431511402,2014-09-02
534,15247,0.0327036418020725,2014-09-02
535,18289,0.0491174682974815,2014-09-02
536,20548,0.0374215431511402,2014-09-02
537,28338,0.0327036418020725,2014-09-02
538,29173,0.0327036418020725,2014-09-02
539,120093,0.0358555056154727,2014-09-02
540,147398,0.0374215431511402,2014-09-02
541,164046,0.0327475666999816,2014-09-02
542,186989,0.0327036418020725,2014-09-02
543,7620,0.0405157046425226,2014-12-01
544,7938,0.0733116312802745,2014-12-01
545,11506,0.0508442199352327,2014-12-01
546,12892,0.0821078848947703,2014-12-01
547,18289,0.0507671803851305,2014-12-01
548,26028,0.0547055347380267,2014-12-01
549,28338,0.0763773664856034,2014-12-01
550,29173,0.0709024488874642,2014-12-01
551,147398,0.0917790325833806,2014-12-01
552,7938,0.0550241699908911,2015-03-02
553,8151,0.0811229878476697,2015-03-02
554,11506,0.0565160750482833,2015-03-02
555,12892,0.0872947354559196,2015-03-02
556,26028,0.0875568092711322,2015-03-02
557,28338,0.0665961423013434,2015-03-02
558,29173,0.050470018549259,2015-03-02
559,120093,0.0571794771367919,2015-03-02
560,147398,0.0658294441066609,2015-03-02
561,7620,0.0520257098301674,2015-06-01
562,7938,0.0555817276462128,2015-06-01
563,8151,0.0733875871520148,2015-06-01
564,11506,0.0542746584904871,2015-06-01
565,12892,0.0724188053785916,2015-06-01
566,18289,0.0734438330911603,2015-06-01
567,20548,0.0503204212123716,2015-06-01
568,28338,0.0721020907392424,2015-06-01
569,120093,0.0756843712259384,2015-06-01
570,312009,0.0734836721142016,2015-06-01
571,7620,0.0617787613046362,2015-09-01
572,7938,0.0627494121274755,2015-09-01
573,8151,0.0887355281680635,2015-09-01
574,11506,0.0724437053152784,2015-09-01
575,12892,0.0883906431519683,2015-09-01
576,18289,0.0622198175581004,2015-09-01
577,18465,0.0832681432754384,2015-09-01
578,20548,0.0700414169521048,2015-09-01
579,120093,0.0704932073924584,2015-09-01
580,147398,0.0576351859512969,2015-09-01
581,6788,0.0268650446087121,2015-12-01
582,7620,0.0268650446087121,2015-12-01
583,7938,0.0268650446087121,2015-12-01
584,8151,0.0268650446087121,2015-12-01
585,11506,0.0268650446087121,2015-12-01
586,12892,0.0268650446087121,2015-12-01
587,18289,0.0268650446087121,2015-12-01
588,18465,0.0268650446087121,2015-12-01
589,20548,0.0268650446087121,2015-12-01
590,26028,0.0485048331320285,2015-12-01
591,28338,0.0268650446087121,2015-12-01
592,30923,0.0268650446087121,2015-12-01
593,120093,0.0268650446087121,2015-12-01
594,147398,0.0268650446087121,2015-12-01
595,170841,0.0312292482703924,2015-12-01
596,185532,0.0268650446087121,2015-12-01
597,6788,0.0264469842826997,2016-03-01
598,7620,0.0290298992431724,2016-03-01
599,8151,0.03045632797345,2016-03-01
600,8549,0.0260302251192458,2016-03-01
601,11506,0.0288808589697689,2016-03-01
602,26028,0.0598415873620915,2016-03-01
603,28338,0.0266901202127491,2016-03-01
604,63892,0.0288948520727895,2016-03-01
605,120093,0.0270252919801891,2016-03-01
606,186989,0.0279902240764071,2016-03-01
607,7620,0.0465010946114127,2016-06-01
608,7938,0.0495755010383053,2016-06-01
609,8151,0.0645637233140263,2016-06-01
610,11506,0.0524961769105284,2016-06-01
611,12892,0.0610659809908222,2016-06-01
612,14934,0.051069744012535,2016-06-01
613,18289,0.0639951936565245,2016-06-01
614,30923,0.0505580062489574,2016-06-01
615,120093,0.0529386385279371,2016-06-01
616,147398,0.0653096954145067,2016-06-01
617,7620,0.0222569227451992,2016-09-01
618,7938,0.0243038741583247,2016-09-01
619,14934,0.0162674537733706,2016-09-01
620,18465,0.0309647626399759,2016-09-01
621,26028,0.0953888457492764,2016-09-01
622,28338,0.0165225162586075,2016-09-01
623,63892,0.015800813708915,2016-09-01
624,120093,0.0317157576892921,2016-09-01
625,186989,0.0489568114115808,2016-09-01
626,312009,0.0225544111985716,2016-09-01
627,7620,0.0167462484794515,2016-12-01
628,11506,0.0180005130337818,2016-12-01
629,12892,0.0286710987642086,2016-12-01
630,18289,0.0226909972997518,2016-12-01
631,18465,0.0167462484794515,2016-12-01
632,26028,0.0453838879847568,2016-12-01
633,28338,0.0286710987642086,2016-12-01
634,30923,0.0162020894467145,2016-12-01
635,164046,0.0167462484794515,2016-12-01
636,312009,0.0226909972997518,2016-12-01
637,6788,0.0137863203887381,2017-03-01
638,7620,0.0087612278109284,2017-03-01
639,8151,0.0061770306029035,2017-03-01
640,11506,0.0112061751375053,2017-03-01
641,14934,0.0073114380941378,2017-03-01
642,18465,0.0108834524943661,2017-03-01
643,26028,0.0307540828097109,2017-03-01
644,30923,0.0055395649685273,2017-03-01
645,120093,0.0095735647389035,2017-03-01
646,164046,0.0111034137009293,2017-03-01
647,4430,0.0078238165006041,2017-06-01
648,6788,0.0078238165006041,2017-06-01
649,7620,0.0078238165006041,2017-06-01
650,7938,0.0078238165006041,2017-06-01
651,8151,0.0078238165006041,2017-06-01
652,11506,0.0078238165006041,2017-06-01
653,12892,0.0078238165006041,2017-06-01
654,14934,0.0078238165006041,2017-06-01
655,18289,0.0078238165006041,2017-06-01
656,18465,0.0078238165006041,2017-06-01
657,20548,0.0107568176463246,2017-06-01
658,28338,0.0078238165006041,2017-06-01
659,29173,0.0078238165006041,2017-06-01
660,30923,0.0078238165006041,2017-06-01
661,31109,0.0132459132000803,2017-06-01
662,32106,0.0132459132000803,2017-06-01
663,63892,0.0078238165006041,2017-06-01
664,120093,0.0078238165006041,2017-06-01
665,147398,0.0132459132000803,2017-06-01
666,164046,0.0078238165006041,2017-06-01
667,312009,0.0108935888856649,2017-06-01
